season,week,picked,opponent,pick_spread,p,covered,is_push,is_fav_pick
2020,11,CAR,DET,3.0,0.5621192455291748,1,False,False
2020,11,WAS,CIN,-2.0,0.5471024513244629,1,False,True
2020,11,CLE,PHI,-2.5,0.5759472846984863,1,False,True
2020,11,DAL,MIN,7.0,0.7772106528282166,1,False,False
2020,11,MIA,DEN,-4.0,0.38056787848472595,0,False,True
2020,11,GB,IND,1.5,0.6597741842269897,0,False,False
2020,11,NE,HOU,-2.5,0.5946066975593567,0,False,True
2020,11,JAX,PIT,11.0,0.6504106521606445,0,False,False
2020,11,LV,KC,7.5,0.2662695050239563,1,False,False
2020,11,TB,LA,-4.0,0.672463595867157,0,False,True
2020,11,NYJ,LAC,10.0,0.8554060459136963,1,False,False
2020,12,NE,ARI,1.0,0.7603590488433838,1,False,False
2020,12,ATL,KC,3.5,0.38722777366638184,1,False,False
2020,12,BAL,PIT,10.5,0.5636404752731323,1,False,False
2020,12,LAC,BUF,4.5,0.5180312991142273,0,False,False
2020,12,CAR,IND,3.0,0.6755693554878235,1,False,False
2020,12,CHI,GB,7.5,0.6753772497177124,0,False,False
2020,12,NYG,CIN,-6.5,0.5149514675140381,0,False,True
2020,12,CLE,JAX,-7.5,0.6441972851753235,0,False,True
2020,12,DAL,WAS,-2.5,0.5121753215789795,0,False,True
2020,12,DEN,NO,17.0,0.5843657851219177,0,False,False
2020,12,HOU,DET,-3.0,0.6768247485160828,1,False,True
2020,12,SF,LA,5.0,0.4792766273021698,1,False,False
2020,12,TB,LV,3.5,0.5798345804214478,1,False,False
2020,12,NYJ,MIA,7.5,0.8967475295066833,0,False,False
2020,12,TEN,MIN,3.0,0.7465882301330566,1,False,False
2020,12,PHI,SEA,6.5,0.5510891079902649,1,False,False
2020,13,LA,ARI,-2.5,0.6807416081428528,1,False,True
2020,13,NO,ATL,-2.5,0.5569279789924622,1,False,True
